"event_id","event","place","federation","startdate","enddate","type"
347,"14th Sants Open A Tie-Breaks",Barcelona,ESP,"2012.08.26","2012.08.26",
348,"21st Feffernitz Open",Feffernitz,AUT,"2012.08.19","2012.08.26",
349,"21st Metro GM",Los Angeles,USA,"2012.08.03","2012.08.07",
350,"24th Schlosspark Open",Wiesbaden,GER,"2012.08.23","2012.08.25",
351,"27th Schwarzacher Open",Schwarzach,AUT,"2012.08.19","2012.08.26",
352,"2nd Isthmia Open A",Korinthia,GRE,"2012.08.20","2012.08.25",
353,"2nd Split Open 2012",Split,CRO,"2012.08.19","2012.08.19",
354,"32nd Bratto Masters",Bratto,ITA,"2012.08.20","2012.08.26",
355,"3rd Terre degli Elimi",Erice,ITA,"2012.07.25","2012.07.29",
356,"46th Mislata Magistral",Mislata,ESP,"2012.08.13","2012.08.19",
357,"87th ch-FRA 2012",Pau,FRA,"2012.08.21","2012.08.23",
358,BDO Challengers 2012,Haarlem,NED,"2012.08.25","2012.08.27",
359,BDO Premier 2012,Haarlem,NED,"2012.08.25","2012.08.27",
360,Botvinnik Memorial 2012,St Petersburg,RUS,"2012.08.25","2012.08.27",
361,EY Boys U14 2012,Prague,CZE,"2012.08.17","2012.08.25",
362,EY Boys U16 2012,Prague,CZE,"2012.08.17","2012.08.25",
363,EY Boys U18 2012,Prague,CZE,"2012.08.17","2012.08.25",
364,EY Girls U16 2012,Prague,CZE,"2012.08.17","2012.08.25",
365,EY Girls U18 2012,Prague,CZE,"2012.08.17","2012.08.25",
366,III Sarkany-Aranytiz GM,Budapest,HUN,"2012.08.18","2012.08.26",
367,III Sarkany-Aranytiz IM,Budapest,HUN,"2012.08.18","2012.08.26",
368,LBV Open A 2012,Roosendaal,NED,"2012.08.19","2012.08.19",
369,ZMDI Open A 2012,Dresden,GER,"2012.08.18","2012.08.26",
370,ch-FRA w 2012,Pau,FRA,"2012.08.21","2012.08.24",
371,e2e4 Gatwick Masters A 2012,Crawley,ENG,"2012.08.20","2012.08.22",
372,e2e4 Gatwick Masters B 2012,Crawley,ENG,"2012.08.20","2012.08.22",
373,e2e4 Hinckley Open 2012,Hinckley,ENG,"2012.08.24","2012.08.27",
374,"11th Kesarovski-Stanchev Mem",Sunny Beach,BUL,"2012.09.01","2012.09.01",
375,"12th ch-Euro Seniors",Kaunas,LTU,"2012.08.18","2012.08.26",
376,"12th ch-Euro Seniors w",Kaunas,LTU,"2012.08.18","2012.08.26",
377,"24th Schlosspark Open",Wiesbaden,GER,"2012.08.26","2012.08.26",
378,"2nd Metropolitan International",Los Angeles,USA,"2012.08.14","2012.08.18",
379,"2nd Metropolitan International Playoff",Los Angeles,USA,"2012.08.18","2012.08.18",
380,"3rd Oliver Gonzalez Mem Open A",Madrid,ESP,"2012.09.02","2012.09.02",
381,"40th Olympiad Open",Istanbul,TUR,"2012.08.28","2012.09.01",
382,"40th Olympiad Women",Istanbul,TUR,"2012.08.28","2012.09.01",
383,"4th Pilsen Open 2012",Plzen,CZE,"2012.08.18","2012.08.25",
384,"5th Sabadell Open A",Sabadell,ESP,"2012.08.30","2012.09.02",
385,BDO Challengers 2012,Haarlem,NED,"2012.08.28","2012.09.02",
386,BDO Premier 2012,Haarlem,NED,"2012.08.28","2012.09.02",
387,Botvinnik Memorial 2012,St Petersburg,RUS,"2012.08.25","2012.09.02",
388,FSFMA Sept 2012,Budapest,HUN,"2012.09.01","2012.09.02",
389,FSFMB Sept 2012,Budapest,HUN,"2012.09.01","2012.09.02",
390,FSGM Sept 2012,Budapest,HUN,"2012.09.01","2012.09.02",
391,FSIM Sept 2012,Budapest,HUN,"2012.09.01","2012.09.02",
392,e2e4 Hinckley Open 2012,Hinckley,ENG,"2012.08.27","2012.08.27",
393,"11th Istanbul Open A",Istanbul,TUR,"2012.08.30","2012.09.08",
394,"11th Kesarovski-Stanchev Mem",Sunny Beach,BUL,"2012.09.02","2012.09.08",
395,"14th Trieste Open A",Trieste,ITA,"2012.09.01","2012.09.08",
396,"24th Schlosspark Open",Wiesbaden,GER,"2012.08.23","2012.08.26",
397,"37th Trade Fair Open A",Brno,CZE,"2012.08.26","2012.09.02",
398,"3rd Livigno Open A",Livigno,ITA,"2012.09.10","2012.09.10",
399,"3rd Oliver Gonzalez Mem Open A",Madrid,ESP,"2012.09.01","2012.09.04",
400,"40th Olympiad Open",Istanbul,TUR,"2012.09.03","2012.09.09",
401,"40th Olympiad Women",Istanbul,TUR,"2012.09.03","2012.09.09",
402,"5th Sabadell Open A",Sabadell,ESP,"2012.09.07","2012.09.07",
403,"9th LGA Premium Cup",Nuernberg,GER,"2012.09.06","2012.09.09",
404,Botvinnik Memorial 2012,St Petersburg,RUS,"2012.09.01","2012.09.02",
405,FSFMA Sept 2012,Budapest,HUN,"2012.09.03","2012.09.09",
406,FSFMB Sept 2012,Budapest,HUN,"2012.09.01","2012.09.09",
407,FSGM Sept 2012,Budapest,HUN,"2012.09.03","2012.09.09",
408,FSIM Sept 2012,Budapest,HUN,"2012.09.01","2012.09.09",
409,Havirov Open 2012,Havirov,CZE,"2012.08.25","2012.09.02",
410,Tabor Open 2012,Tabor,CZE,"2012.07.29","2012.08.05",
411,World Youth U16 Olympiad 2012,Istanbul,TUR,"2012.08.29","2012.09.05",
412,XVI BCC Open,Cesenatico,ITA,"2012.09.01","2012.09.09",
413,"11th Kesarovski-Stanchev Mem",Sunny Beach,BUL,"2012.09.09","2012.09.09",
414,"134th ch-New York State",Colonie,USA,"2012.09.01","2012.09.03",
415,"19th Graz Open 2012",Graz,AUT,"2012.08.25","2012.09.02",
416,"1st Granda-Mecking Match",Sao Paolo,BRA,"2012.09.11","2012.09.14",
417,"24th Schlosspark Open",Wiesbaden,GER,"2012.08.23","2012.08.26",
418,"29th Cullera Masters 2012",Cullera,ESP,"2012.08.25","2012.08.31",
419,"3rd Livigno Open A",Livigno,ITA,"2012.09.11","2012.09.17",
420,"3rd Oliver Gonzalez Mem Open A",Madrid,ESP,"2012.09.05","2012.09.09",
421,"6th Hum na Sutli Open",Hum na Sutli,CRO,"2012.09.07","2012.09.15",
422,"8th Dieppe Open A 2012",Dieppe,FRA,"2012.08.26","2012.09.01",
423,Black Sea Countries,Burgas,BUL,"2012.09.12","2012.09.17",
424,FIDE WGP Ankara 2012,Ankara,TUR,"2012.09.16","2012.09.17",
425,FSFMA Sept 2012,Budapest,HUN,"2012.09.10","2012.09.10",
426,FSFMB Sept 2012,Budapest,HUN,"2012.09.10","2012.09.10",
427,FSGM Sept 2012,Budapest,HUN,"2012.09.10","2012.09.10",
428,FSIM Sept 2012,Budapest,HUN,"2012.09.09","2012.09.10",
429,I Open Distrito de Chamartin,Madrid,ESP,"2012.09.09","2012.09.15",
430,InventiChess IM 2012,Antwerp,BEL,"2012.09.14","2012.09.17",
431,Open ch-Montreal 2012,Montreal,CAN,"2012.09.07","2012.09.07",
432,Skovbo GM Open 2012,Borup,DEN,"2012.09.14","2012.09.16",
433,TCh-NED Meesterklasse 2012-13,Den Bosch,NED,"2012.09.15","2012.09.15",
434,TCh-POL Ekstraliga 2012,Gorzow,POL,"2012.09.14","2012.09.16",
435,TCh-SRB Prem 2012,Valjevo,SRB,"2012.09.17","2012.09.17",
436,US Chess League 2012,ICC,INT,"2012.09.04","2012.09.12",
437,zt 3.5 China Men 2012,Beijing,CHN,"2012.09.15","2012.09.17",
438,"13th Karpov GM",Poikovsky,RUS,"2012.10.02","2012.10.07",
439,"1st FIDE GP London 2012",London,ENG,"2012.10.01","2012.10.03",
440,"30th Balaton GM",Heviz,HUN,"2012.10.01","2012.10.01",
441,"30th Balaton IM",Heviz,HUN,"2012.09.28","2012.10.01",
442,"30th Balaton Open",Heviz,HUN,"2012.10.01","2012.10.01",
443,"34th Rashid Nezhmetdinov Cup",Kazan,RUS,"2012.10.02","2012.10.04",
444,"4th Grand Prix FFE 2012",Villandry,FRA,"2012.10.07","2012.10.07",
445,"5th Final Masters",Sao Paulo/Bilbao BRA/ESP,ESP,"2012.10.08","2012.10.08",
446,"72nd ch-UKR w 2012",Kharkiv,UKR,"2012.10.02","2012.10.03",
447,"77th ch-ESP 2012",San Agustin,ESP,"2012.10.01","2012.10.07",
448,Oslo GM Open 2012,Oslo,NOR,"2012.09.30","2012.09.30",
449,St Petersburg Rapid Cup 2012,St Petersburg,RUS,"2012.10.05","2012.10.07",
450,TATA 50th ch-IND National Premier,Kolkata,IND,"2012.10.01","2012.10.07",
451,TCh-BEL 2012-13,Belgium,BEL,"2012.10.07","2012.10.07",
452,TCh-Belgrade Premier 2012,Belgrade,SRB,"2012.10.01","2012.10.07",
453,TCh-CHN 2012,Hangzhou,CHN,"2012.10.06","2012.10.08",
454,TCh-Central SRB 2012,Vrnjacka Banja,SRB,"2012.09.29","2012.10.07",
455,TCh-Moscow 2012,Moscow,RUS,"2012.10.03","2012.10.07",
456,TCh-NED Meesterklasse 2012-13,Netherland,NED,"2012.09.15","2012.10.06",
457,TCh-ROU League A 2012,Olanesti,ROU,"2012.10.06","2012.10.07",
458,US Chess League 2012,ICC,INT,"2012.10.01","2012.10.04",
459,"12th Winterthurer Schachwoche",Winterthur,SUI,"2012.10.06","2012.10.14",
460,"17th European Club Cup w",Eilat,ISR,"2012.10.11","2012.10.14",
461,"1st OCF FIDE Fall Open",Stillwater,USA,"2005.10.07","2012.10.07",
462,"28th European Club Cup",Eilat,ISR,"2012.10.11","2012.10.14",
463,"2nd Indonesia Open",Jakarta,INA,"2012.10.11","2012.10.13",
464,"34th Arco Open",Arco,ITA,"2012.10.13","2012.10.15",
465,"3rd Copa Latino-Americana",Cali,COL,"2012.10.04","2012.10.09",
466,"4th Sant Marti IM",Barcelona,ESP,"2012.09.29","2012.10.14",
467,"5th Final Masters",Sao Paulo/Bilbao BRA/ESP,ESP,"2012.10.09","2012.10.13",
468,"5th Final Masters Blitz Tie-Break",Bilbao,ESP,"2012.10.13","2012.10.13",
469,"6th SPICE Cup GM",St Louis,USA,"2012.10.13","2012.10.15",
470,"7th Americas Continental 2012",Mar del Plata,ARG,"2012.10.12","2012.10.14",
471,"9th Lippe Cup 2012",Lieme,GER,"2012.10.15","2012.10.15",
472,BSF GM Cup 2012,Copenhagen,DEN,"2012.10.12","2012.10.15",
473,BSF IM Cup 2012,Copenhagen,DEN,"2012.10.12","2012.10.15",
474,FSGM October 2012,Budapest,HUN,"2012.10.06","2012.10.13",
475,FSIM October 2012,Budapest,HUN,"2012.10.06","2012.10.13",
476,Florence Move 2012,Florence,ITA,"2012.10.05","2012.10.07",
477,Larsen Nordjyske Mem,Aalborg,DEN,"2012.10.15","2012.10.15",
478,Leicester H.E. Atkins Open 2012,Leicester,ENG,"2012.09.28","2012.09.30",
479,TATA 50th ch-IND National Premier 2012,Kolkata,IND,"2012.10.09","2012.10.14",
480,TCh-Belgrade Premier 2012,Belgrade,SRB,"2012.10.08","2012.10.12",
481,TCh-FIN SM 2012-13,Helsinki,FIN,"2012.09.28","2012.09.30",
482,TCh-ROU League A 2012,Olanesti,ROU,"2012.10.08","2012.10.14",
483,Trans-Europa-Schach-Express 2012,Potsdam,GER,"2012.10.13","2012.10.14",
484,US Chess League 2012,ICC,INT,"2012.10.09","2012.10.11",
485,"16th Unive Crown",Hoogeveen,NED,"2012.10.21","2012.10.22",
486,"16th Unive Open",Hoogeveen,NED,"2012.10.19","2012.10.20",
487,"17th European Club Cup w",Eilat,ISR,"2012.10.15","2012.10.17",
488,"28th European Club Cup",Eilat,ISR,"2012.10.11","2012.10.17",
489,"2nd Indonesia Open",Jakarta,INA,"2012.10.15","2012.10.17",
490,"34th Arco Open",Arco,ITA,"2012.10.15","2012.10.21",
491,"38th Guernsey Open",Guernsey,GCI,"2012.10.21","2012.10.21",
492,"4th Sant Marti IM",Barcelona,ESP,"2012.10.20","2012.10.21",
493,"6th SPICE Cup GM",St Louis,USA,"2012.10.15","2012.10.21",
494,"7th Americas Continental 2012",Mar del Plata,ARG,"2012.10.14","2012.10.21",
495,Advokatfirmaet Finn GpA,Harstad,NOR,"2012.10.19","2012.10.19",
496,BSF GM Cup 2012,Copenhagen,DEN,"2012.10.16","2012.10.16",
497,BSF IM Cup 2012,Copenhagen,DEN,"2012.10.16","2012.10.16",
498,Balkan GP Cetinje 2012,Cetinje,MNE,"2012.10.21","2012.10.21",
499,Bundesliga 2012-13,Muelheim,GER,"2012.10.20","2012.10.21",
500,Copenhagen Cup IMA 2012,Copenhagen,DEN,"2012.10.17","2012.10.21",
501,Copenhagen Cup IMB 2012,Copenhagen,DEN,"2012.10.17","2012.10.21",
502,FSFMA1 October 2012,Budapest,HUN,"2012.10.06","2012.10.15",
503,FSFMA2 October 2012,Budapest,HUN,"2012.10.06","2012.10.15",
504,FSFMB October 2012,Budapest,HUN,"2012.10.06","2012.10.17",
505,FSGM October 2012,Budapest,HUN,"2012.10.14","2012.10.16",
506,FSIM October 2012,Budapest,HUN,"2012.10.14","2012.10.16",
507,Frau Bundesliga Div1 2012-13,Germany,GER,"2012.10.06","2012.10.07",
508,Larsen Nordjyske Mem,Aalborg,DEN,"2012.10.16","2012.10.21",
509,NIT Nagpur GM Open 2012,Nagpur,IND,"2012.10.16","2012.10.21",
510,Spice Cup Open,Saint Louis,USA,"2012.10.16","2012.10.19",
511,TCh-AUT 2 Mitte 2012-13,Bad Schallerbach,AUT,"2012.10.19","2012.10.21",
512,TCh-BEL 2012-13,Belgium,BEL,"2012.10.21","2012.10.21",
513,TCh-HUN 2012-13,Paks,HUN,"2012.09.16","2012.10.07",
514,US Chess League 2012,ICC,INT,"2012.10.15","2012.10.18",
515,"13th Liberec Open 2012",Liberec,CZE,"2012.10.20","2012.10.27",
516,"16th Corsica Masters",Bastia,FRA,"2012.10.27","2012.10.28",
517,"16th Corsica Masters KO",Bastia,FRA,"2012.10.28","2012.10.29",
518,"16th Unive Crown",Hoogeveen,NED,"2012.10.23","2012.10.27",
519,"16th Unive Open",Hoogeveen,NED,"2012.10.21","2012.10.27",
520,"22nd Metropolitan IM",Los Angeles,USA,"2012.10.10","2012.10.14",
521,"38th Guernsey Open",Guernsey,GCI,"2012.10.21","2012.10.27",
522,"4th Marcel Duchamp GM",Buenos Aires,ARG,"2012.10.23","2012.10.28",
523,"4th Marcel Duchamp Open",Buenos Aires,ARG,"2012.10.22","2012.10.27",
524,"4th Marcel Duchamp Premier",Buenos Aires,ARG,"2012.10.23","2012.10.28",
525,"7th Americas Continental Playoff 2012",Mar del Plata,ARG,"2012.10.21","2012.10.22",
526,"7th Deizisau Autumn",Deizisau,GER,"2012.10.27","2012.10.28",
527,Casino Barcelona Masters,Barcelona,ESP,"2012.10.23","2012.10.29",
528,Chigorin Memorial 2012,St Petersburg,RUS,"2012.10.27","2012.10.29",
529,Hotel Carilo GM,Pinamar,ARG,"2012.10.23","2012.10.27",
530,I Cerrado Ciutat De Manresa,Manresa,ESP,"2012.10.19","2012.10.26",
531,NIT Nagpur GM Open 2012,Nagpur,IND,"2012.10.22","2012.10.23",
532,TCh-SUI National A 2012,Switzerland,SUI,"2012.10.20","2012.10.21",
533,Trophee Karpov Preliminary 2012,Cap d'Agde,FRA,"2012.10.26","2012.10.29",
534,US Chess League 2012,ICC,INT,"2012.10.22","2012.10.25",
535,Vizag GM Open 2012,Visakhapatnam,IND,"2012.10.26","2012.10.28",
536,ch-NOR Playoff 2012,Fredrikstad,NOR,"2012.10.19","2012.10.20",
537,"12th Sautron Open",Sautron,FRA,"2012.10.27","2012.11.03",
538,"16th Corsica Masters KO",Ajaccio,FRA,"2012.10.31","2012.10.31",
539,"16th OIBM 2012",Bad Wiessee,GER,"2012.10.27","2012.11.04",
540,"1st Loire Masters",Sautron,FRA,"2012.10.27","2012.11.03",
541,"22nd Caen Alekhine Open A",Caen,FRA,"2012.11.01","2012.11.04",
542,"24th Leuven Open",Leuven,BEL,"2012.11.01","2012.11.04",
543,"28th Geraardsbergen Open",Geraardsbergen,BEL,"2012.08.11","2012.08.15",
544,"2nd Novara Open A 2012",Novara,ITA,"2012.11.02","2012.11.04",
545,"4NCL 2012-13",Sunningdale,ENG,"2012.11.03","2012.11.04",
546,"4th Marcel Duchamp GM",Buenos Aires,ARG,"2012.10.29","2012.11.01",
547,"4th Marcel Duchamp Open",Buenos Aires,ARG,"2012.10.28","2012.10.31",
548,"4th Marcel Duchamp Premier",Buenos Aires,ARG,"2012.10.29","2012.10.31",
549,"4th Sant Marti IM",Barcelona,ESP,"2012.10.20","2012.10.27",
550,"72nd ch-ITA 2012",Torino,ITA,"2012.10.30","2012.11.04",
551,"7th Deizisau Autumn",Deizisau,GER,"2012.10.29","2012.10.30",
552,Casino Barcelona Masters,Barcelona,ESP,"2012.10.30","2012.10.31",
553,Chigorin Memorial,St Petersburg,RUS,"2012.10.27","2012.11.04",
554,Danilo Batricevic Mem Balkan GP,Cetinje,MNE,"2012.10.20","2012.10.25",
555,Friendly Match 2012,Moscow,RUS,"2012.10.30","2012.11.05",
556,Friendly Rapid Match,Moscow,RUS,"2012.11.05","2012.11.05",
557,Hotel Carilo GM,Pinamar,ARG,"2012.10.28","2012.10.29",
558,IRT Femenino La Razon 2012,Villa Martelli,ARG,"2012.10.26","2012.10.31",
559,ITT La Razon 2012,Villa Martelli,ARG,"2012.10.23","2012.10.31",
560,Magistral La Razon 2012,Villa Martelli,ARG,"2012.10.23","2012.10.31",
561,TCh-AUT 2012-13,Hohenems,AUT,"2012.11.02","2012.11.04",
562,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2012.10.20","2012.10.21",
563,TCh-CZE Div1 Zapad 2012-13,Czech Republic,CZE,"2012.10.28","2012.10.28",
564,TCh-CZE Extraliga 2012-13,Czech Republic,CZE,"2012.11.03","2012.11.04",
565,TCh-ESP CECLUB Div Honor 2012,Leon,ESP,"2012.11.05","2012.11.05",
566,TCh-FIN SM 2012-13,Espoo,FIN,"2012.09.29","2012.10.28",
567,TCh-ISL 2012-13,Reykjavik,ISL,"2012.10.05","2012.10.07",
568,TCh-NED Meesterklasse 2012-13,Netherland,NED,"2012.11.03","2012.11.03",
569,TCh-NOR Eliteserien 2012-13,Haraldsheim,NOR,"2012.11.02","2012.11.04",
570,Trophee Karpov KO 2012,Cap d'Agde,FRA,"2012.11.02","2012.11.03",
571,Trophee Karpov Preliminary 2012,Cap d'Agde,FRA,"2012.10.30","2012.11.01",
572,US Chess League 2012,ICC,INT,"2012.10.29","2012.11.02",
573,Venetian Autumn Masters 2012,Venice,ITA,"2012.11.01","2012.11.04",
574,Vizag GM Open 2012,Visakhapatnam,IND,"2012.10.29","2012.11.03",
575,e2e4 Basingstoke Int Open,Basingstoke,ENG,"2012.10.27","2012.10.31",
576,e2e4 High Wycombe October Open,High Wycombe,ENG,"2012.10.12","2012.10.14",
577,"38th Guernsey Open",Guernsey,GCI,"2012.10.21","2012.10.27",
578,"38th ch-BAN 2012",Dhaka,BAN,"2012.11.08","2012.11.11",
579,"39th ch-IND Premier w 2012",Jalgaon,IND,"2012.10.24","2012.11.03",
580,"3rd Mendeleev GM",Tyumen,RUS,"2012.11.05","2012.11.11",
581,"4th Sant Marti IM",Barcelona,ESP,"2012.11.03","2012.11.10",
582,"5th Douglas Martinez",Guarenas,VEN,"2012.10.25","2012.10.30",
583,"6th Kings Tournament",Bucharest,ROU,"2012.11.07","2012.11.12",
584,"72nd ch-ITA 2012",Torino,ITA,"2012.10.10","2012.11.09",
585,"7th Kavalier Open",Vienna,AUT,"2012.10.25","2012.11.01",
586,Bundesliga 2012-13,Wiesbaden,GER,"2012.11.10","2012.11.11",
587,CBX IM Salvador 2012,Salvador,BRA,"2012.11.07","2012.11.11",
588,Chigorin Mem Rapid,St Petersburg,RUS,"2012.10.25","2012.10.26",
589,Danilo Batricevic Mem Balkan GP,Cetinje,MNE,"2012.10.26","2012.10.27",
590,FIDE WCh Women World Cup,Khanty-Mansiysk,RUS,"2012.11.11","2012.11.12",
591,FSFMA Nov 2012,Budapest,HUN,"2012.11.03","2012.11.10",
592,FSFMB Nov 2012,Budapest,HUN,"2012.11.03","2012.11.10",
593,FSFMCB Nov 2012,Budapest,HUN,"2012.11.03","2012.11.10",
594,FSGM Nov 2012,Budapest,HUN,"2012.11.03","2012.11.11",
595,FSIM Nov 2012,Budapest,HUN,"2012.11.03","2012.11.10",
596,Rector Cup MGSU,Moscow,RUS,"2012.11.09","2012.11.11",
597,Subzonal 2.3 2012,Pamplona,COL,"2012.11.05","2012.11.09",
598,TCh-ESP CECLUB Div Honor 2012,Leon,ESP,"2012.11.06","2012.11.11",
599,TCh-HUN 2012-13,Paks,HUN,"2012.11.04","2012.11.04",
600,TCh-SVK Extraliga 2012-13,Slovakia,SVK,"2012.10.27","2012.10.28",
601,US Chess League 2012,ICC,INT,"2012.11.05","2012.11.07",
602,WY BU18 2012,Maribor,SLO,"2012.11.08","2012.11.12",
603,WY GU18 2012,Maribor,SLO,"2012.11.08","2012.11.12",
604,"11th Kheireddine Ameyar Mem 2012",Algiers,ALG,"2012.11.16","2012.11.19",
605,"16th Zenica Masters 2012",Zenica,BIH,"2012.11.12","2012.11.18",
606,"22nd World Seniors Open",Kamena Vourla,GRE,"2012.11.13","2012.11.19",
607,"22nd World Seniors Women",Kamena Vourla,GRE,"2012.11.13","2012.11.19",
608,"38th ch-BAN 2012",Dhaka,BAN,"2012.11.12","2012.11.18",
609,"3rd Mendeleev GM",Tyumen,RUS,"2012.11.12","2012.11.13",
610,"4th Sant Marti IM",Barcelona,ESP,"2012.11.17","2012.11.17",
611,"6th Kings Playoff",Bucharest,ROU,"2012.11.13","2012.11.13",
612,"6th Kings Tournament",Bucharest,ROU,"2012.11.13","2012.11.13",
613,Brno Open 2012,Brno,CZE,"2012.11.10","2012.11.17",
614,CBX IM Salvador 2012,Salvador,BRA,"2012.11.08","2012.11.13",
615,FIDE WCh Women World Cup,Khanty-Mansiysk,RUS,"2012.11.13","2012.11.19",
616,FSFMA Nov 2012,Budapest,HUN,"2012.11.10","2012.11.13",
617,FSFMB Nov 2012,Budapest,HUN,"2012.11.08","2012.11.13",
618,FSFMCB Nov 2012,Budapest,HUN,"2012.11.10","2012.11.13",
619,FSGM Nov 2012,Budapest,HUN,"2012.11.09","2012.11.14",
620,FSIM Nov 2012,Budapest,HUN,"2012.11.11","2012.11.14",
621,Fujairah Masters 2012,Fujairah City,UAE,"2012.11.13","2012.11.17",
622,I Cerrado Ciutat De Manresa,Manresa,ESP,"2012.11.09","2012.11.09",
623,Remco Heite Inv,Wolvega,NED,"2012.11.16","2012.11.18",
624,Remco Heite Open 2012,Wolvega,NED,"2012.11.17","2012.11.18",
625,Siberian Bank Cup,Novosibirsk,RUS,"2012.11.17","2012.11.18",
626,TCh-BEL 2012-13,Ghent,BEL,"2012.11.18","2012.11.18",
627,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2012.11.11","2012.11.11",
628,US Chess League KO Final 2012,ICC,INT,"2012.11.12","2012.11.15",
629,UT Dallas Fall GM Inv 2012,Dallas,USA,"2012.11.16","2012.11.19",
630,VIII Governor's Cup,Khanty-Mansiysk,RUS,"2012.11.15","2012.11.16",
631,WY BU14 2012,Maribor,SLO,"2012.11.08","2012.11.18",
632,WY BU16 2012,Maribor,SLO,"2012.11.08","2012.11.18",
633,WY BU18 2012,Maribor,SLO,"2012.11.08","2012.11.18",
634,WY GU16 2012,Maribor,SLO,"2012.11.08","2012.11.18",
635,WY GU18 2012,Maribor,SLO,"2012.11.08","2012.11.18",
636,"11th Kheireddine Ameyar Mem 2012",Algiers,ALG,"2012.11.19","2012.11.21",
637,"12th Puhajarve Rapid 2012",Puhajarve,EST,"2012.11.23","2012.11.25",
638,"17th Bora Kostic Mem",Vrsac,SRB,"2012.11.20","2012.11.26",
639,"22nd World Seniors Open",Kamena Vourla,GRE,"2012.11.21","2012.11.24",
640,"22nd World Seniors Women",Kamena Vourla,GRE,"2012.11.21","2012.11.24",
641,"2nd UNAM Fem Final 2012",Mexico City,MEX,"2012.11.25","2012.11.25",
642,"2nd UNAM Open Section I 2012",Mexico City,MEX,"2012.11.21","2012.11.25",
643,"35th ch-GRE w 2012",Athens,GRE,"2012.11.24","2012.11.26",
644,"3rd Thanksgiving Open",Saint Louis,USA,"2012.11.23","2012.11.26",
645,"4th Sant Marti IM",Barcelona,ESP,"2012.11.24","2012.11.24",
646,"62nd ch-GRE 2012",Athens,GRE,"2012.11.24","2012.11.26",
647,"62nd ch-HUN 2012",Heviz,HUN,"2012.11.22","2012.11.26",
648,"9th Vasylyshyn Mem GM",Lviv,UKR,"2012.11.20","2012.11.25",
649,"9th Vasylyshyn Mem IM",Lviv,UKR,"2012.11.20","2012.11.25",
650,British Rapidplay,Leeds,ENG,"2012.11.24","2012.11.25",
651,Brno Open 2012,Brno,CZE,"2012.11.17","2012.11.17",
652,CCSCSL GM Inv,Saint Louis,USA,"2012.11.26","2012.11.26",
653,CCSCSL IM Inv,Saint Louis,USA,"2012.11.26","2012.11.26",
654,Cuadrangular UNAM 2012,Mexico City,MEX,"2012.11.24","2012.11.26",
655,Cuadrangular UNAM 3rd-4th 2012,Mexico City,MEX,"2012.11.25","2012.11.25",
656,Cultural Village 2012,Wijk aan Zee,NED,"2012.11.19","2012.11.26",
657,FIDE GP Tashkent,Tashkent,UZB,"2012.11.22","2012.11.25",
658,FIDE WCh Women World Cup,Khanty-Mansiysk,RUS,"2012.11.20","2012.11.24",
659,Fujairah Masters 2012,Fujairah City,UAE,"2012.11.18","2012.11.21",
660,I Cerrado Ciutat De Manresa,Manresa,ESP,"2012.10.26","2012.11.16",
661,Kilkenny Masters,Kilkenny,IRL,"2012.11.23","2012.11.25",
662,Malta Open 2012,Bugibba,MLT,"2012.11.18","2012.11.24",
663,Plzen Open 2012,Plzen,CZE,"2012.11.18","2012.11.24",
664,TCh-AUT 2 Mitte 2012-13,Wolfsberg,AUT,"2012.11.24","2012.11.25",
665,TCh-BEL 2012-13,Belgium,BEL,"2012.11.18","2012.11.18",
666,TCh-CZE Div1 Zapad 2012-13,Czech Republic,CZE,"2012.11.11","2012.11.25",
667,TCh-FIN SM 2012-13,Oulu,FIN,"2012.11.17","2012.11.18",
668,TCh-HUN 2012-13,Kecskemet,HUN,"2012.11.18","2012.11.18",
669,TCh-NED Meesterklasse 2012-13,Netherland,NED,"2012.11.24","2012.11.24",
670,UNAM Carlsen-Mundo 2012,Mexico City,MEX,"2012.11.24","2012.11.24",
671,UNAM w Prelim A,Mexico City,MEX,"2012.11.16","2012.11.20",
672,UNAM w Prelim B,Mexico City,MEX,"2012.11.16","2012.11.20",
673,UNAM w Prelim C,Mexico City,MEX,"2012.11.16","2012.11.20",
674,US Chess League KO Final 2012,ICC,INT,"2012.11.12","2012.11.20",
675,UT Dallas Fall GM Inv 2012,Dallas,USA,"2012.11.19","2012.11.20",
676,VIII Governor's Cup,Khanty-Mansiysk,RUS,"2012.11.15","2012.11.23",
677,VIII Governor's Cup B,Khanty-Mansiysk,RUS,"2012.11.15","2012.11.23",
678,XXVI Belgrade Trophy 2012,Belgrade,SRB,"2012.11.24","2012.11.26",
679,XXVIII Voivoda Cup,Legnica,POL,"2012.11.22","2012.11.26",
680,ch-Commonwealth 2012,Chennai,IND,"2012.11.23","2012.11.26",
681,"17th Bora Kostic Mem",Vrsac,SRB,"2012.11.27","2012.11.30",
682,"1st Auburn Power Open",Auburn,USA,"2012.11.02","2012.11.04",
683,"33rd Crespi Trophy Magistrale",Milano,ITA,"2012.12.03","2012.12.03",
684,"35th ch-GRE w 2012",Athens,GRE,"2012.11.27","2012.12.02",
685,"38th ch-BAN 2012",Dhaka,BAN,"2012.11.19","2012.11.21",
686,"4th London Chess Classic",London,ENG,"2012.12.01","2012.12.03",
